author,title,rating,totalratings,genre_list
"Julia Donaldson,Axel Scheffler",The Gruffalo,4.44,33420,Picture Books|Animals|Fantasy|Poetry|Folklore|Monsters|Storytime|Classics|Humor
Vince Flynn,The Last Man,4.35,33406,Thriller|Spy Thriller|Espionage|Thriller|Spy Thriller|Action|Mystery|Suspense|Thriller|Mystery Thriller|Adventure
Keri Arthur,Full Moon Rising,3.88,33396,Fantasy|Urban Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Romance|Shapeshifters|Werewolves|Paranormal|Shapeshifters
Caroline Preston,The Scrapbook of Frankie Pratt,3.8,33384,Historical|Historical Fiction|Sequential Art|Graphic Novels|Historical|Art|Adult Fiction|Romance|Coming Of Age
Kyle Idleman,Not a Fan: Becoming a Completely Committed Follower of Jesus,4.2,33367,Christian|Christian|Christian Living|Religion|Christianity|Religion|Faith|Religion|Christian|Christian Non Fiction|Spirituality|Religion|Theology|Christianity|Discipleship
Philip K. Dick,The Three Stigmata of Palmer Eldritch,4.01,33346,Science Fiction|Science Fiction Fantasy|Speculative Fiction|Science Fiction|Dystopia|Literature|American|Fantasy|Classics|Religion
Tracy Brogan,Crazy Little Thing,3.86,33279,Romance|Womens Fiction|Chick Lit|Romance|Contemporary Romance|Contemporary|Humor|Family|Business|Amazon
Kimberly Rae Miller,Coming Clean,3.95,33259,Autobiography|Memoir|Biography Memoir|Biography|Health|Mental Health|Biography|Autobiography|Family|Mental Health|Mental Illness
Elin Hilderbrand,Summerland,3.86,33256,Womens Fiction|Chick Lit|Romance|Contemporary|Drama|Adult Fiction|Womens Fiction|Family
"Christiane F.,Kai Hermann,Horst Rieck",Wir Kinder vom Bahnhof Zoo,4.23,33253,Biography|European Literature|German Literature|Classics|Autobiography|Memoir|Cultural|Germany|Contemporary|Biography|Autobiography|Biography Memoir|Drama
Wendy Higgins,Sweet Reckoning,4.28,33215,Fantasy|Paranormal|Fantasy|Romance|Paranormal|Angels|Paranormal|Demons|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy
Lisa Genova,Love Anthony,3.96,33184,Contemporary|Adult Fiction|Womens Fiction|Chick Lit|Book Club|Psychology|Family|Realistic Fiction
Agatha Christie,The Moving Finger,3.87,33183,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Mystery|Cozy Mystery
Bernard Cornwell,Sword Song,4.29,33166,Historical|Historical Fiction|Historical|Fantasy|Historical|Medieval|War|Adventure|European Literature|British Literature|Historical|Anglo Saxon
Michelle Leighton,Up to Me,4.11,33165,Romance|New Adult|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|Suspense|Romance|Erotic Romance|Romance|Romantic Suspense|Womens Fiction|Chick Lit
Ted Dekker,Black: The Birth of Evil,4.18,33135,Fantasy|Christian Fiction|Christian|Thriller|Science Fiction|Mystery|Adventure|Suspense
"Isa Chandra Moskowitz,Terry Hope Romero",Veganomicon: The Ultimate Vegan Cookbook,3.78,33132,Food and Drink|Cookbooks|Food and Drink|Cooking|Food and Drink|Food|Food and Drink|Vegan|Reference|Health|Food and Drink|Vegetarian|Food and Drink|Food and Drink|Culinary
Cherrie Lynn,Leave Me Breathless,4.25,33123,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|Romance|Erotic Romance|New Adult|Womens Fiction|Chick Lit|Music|Romance|M F Romance
"Hermann Hesse,Richard Winston,Clara Winston,Theodore Ziolkowski",The Glass Bead Game,4.12,33108,Classics|Philosophy|Literature|European Literature|German Literature|Science Fiction|Cultural|Germany|Fantasy|Literature|20th Century
Lauren Weisberger,Revenge Wears Prada: The Devil Returns,2.94,33062,Womens Fiction|Chick Lit|Romance|Contemporary|Adult Fiction|Couture|Fashion|Humor
David McRaney,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",3.86,33035,Psychology|Science|Self Help|Sociology|Philosophy|Self Help|Personal Development|Humor|Business
Kathy Reichs,Deadly Decisions,3.95,33024,Mystery|Mystery|Crime|Thriller|Thriller|Mystery Thriller|Suspense|Mystery|Detective|Mystery|Murder Mystery|Cultural|Canada
Peter  May,The Blackhouse,4.08,33020,Mystery|Mystery|Crime|Cultural|Scotland|Thriller|Thriller|Mystery Thriller|Mystery|Detective|Contemporary|European Literature|British Literature
Hajime Isayama,"Attack on Titan, Vol. 2",4.51,32943,Sequential Art|Manga|Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Science Fiction|Dystopia|Science Fiction|Action
C.S. Lewis,That Hideous Strength,3.89,32920,Science Fiction|Fantasy|Christian|Classics|Christian Fiction|Science Fiction Fantasy|Religion|Christianity|Religion|Literature
"Daniel Abraham,George R.R. Martin,Tommy Patterson","A Game of Thrones: The Graphic Novel, Volume One",4.47,32897,Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Graphic Novels Comics|Adventure|Fantasy|High Fantasy|Comics|Comic Book|Science Fiction Fantasy
Kristen Ashley,Creed,4.16,32886,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|Sociology|Abuse|Romance|Erotic Romance|Erotica|BDSM|Suspense|Romance|Romantic Suspense
Lisa Lutz,The Spellman Files,3.87,32879,Mystery|Humor|Womens Fiction|Chick Lit|Thriller|Mystery Thriller|Adult Fiction|Mystery|Crime|Contemporary|Humor|Comedy
Gloria Steinem,My Life on the Road,4.02,32848,Feminism|Autobiography|Memoir|Biography|Biography Memoir|Womens|Travel|Biography|Autobiography|History
Joanne Harris,Five Quarters of the Orange,3.86,32846,Historical|Historical Fiction|Cultural|France|Historical|Food and Drink|Food|War|World War II|Contemporary|War|Book Club|Mystery
Paulo Coelho,Warrior of the Light,3.69,32830,Philosophy|Spirituality|Self Help|Inspirational|Literature|Contemporary|Fantasy|Religion
Marcus Sakey,Brilliance,3.96,32787,Science Fiction|Thriller|Fantasy|Mystery|Science Fiction|Dystopia|Science Fiction Fantasy|Suspense|Thriller|Mystery Thriller
Sarah Addison Allen,Lost Lake,3.87,32754,Magical Realism|Romance|Fantasy|Womens Fiction|Chick Lit|Contemporary|Adult Fiction|American|Southern|Fantasy|Magic
"Tracy Chevalier,Laurel Lefkow",The Last Runaway,3.82,32739,Historical|Historical Fiction|Historical|Adult Fiction|Book Club|Literature|19th Century|North American Hi...|American History
Lisa Gardner,Catch Me,4.19,32703,Mystery|Thriller|Suspense|Mystery|Crime|Thriller|Mystery Thriller|Contemporary|Adult Fiction
"L.J. Smith,Kevin  Williamson,Julie Plec",The Ripper,4.24,32626,Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Horror
Beth Revis,Shades of Earth,4.07,32600,Science Fiction|Science Fiction|Dystopia|Romance|Fantasy|Space|Mystery|Science Fiction|Aliens|Adventure
Cherie Priest,Boneshaker,3.52,32514,Science Fiction|Steampunk|Fantasy|Science Fiction|Horror|Zombies|Science Fiction|Alternate History|Horror|Historical|Historical Fiction|Adventure
"Gene Kim,Kevin Behr,George Spafford","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",4.27,32453,Business|Science|Technology|Business|Management|Computer Science|Programming|Computer Science|Technical|Science|Computer Science|Leadership|Computer Science|Software
Victoria Schwab,The Archived,3.93,32416,Fantasy|Fantasy|Paranormal|Mystery|Fantasy|Urban Fantasy|Romance|Young Adult Fantasy|Paranormal|Ghosts|Horror
Neale Donald Walsch,"Conversations with God: An Uncommon Dialogue, Book 1",4.17,32391,Spirituality|Religion|Philosophy|Self Help|Inspirational|Self Help|Personal Development|Spirituality|New Age|Christian|Psychology
Carrie Vaughn,Kitty and the Midnight Hour,3.67,32379,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Shapeshifters|Werewolves|Paranormal|Vampires|Paranormal|Shapeshifters|Romance|Paranormal Romance|Romance|Fantasy|Supernatural
Agatha Christie,Cat Among the Pigeons,3.86,32374,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
"Lene KaaberbÃ¸l,Agnete Friis",The Boy in the Suitcase,3.61,32328,Mystery|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Suspense|Cultural|Denmark|European Literature|Scandinavian Literature|Scandinavian Lite...|Nordic Noir
Kristen Ashley,Rock Chick Revenge,4.48,32296,Romance|Romance|Contemporary Romance|Contemporary|Humor|Romance|Romantic Suspense|Womens Fiction|Chick Lit|Suspense|Action|Adult Fiction|Erotica
Samantha Towle,Wethering the Storm,4.31,32228,Romance|Romance|Contemporary Romance|New Adult|Contemporary|Music|Adult Fiction|Erotica|Music|Musicians|Romance|Erotic Romance|Womens Fiction|Chick Lit
Alison Weir,The Life of Elizabeth I,4.0,32205,History|Biography|English History|Tudor Period|Historical|European Literature|British Literature|Biography Memoir|History|European History|Literature|16th Century|Womens
Tarryn Fisher,Dirty Red,4.2,32195,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Drama|Womens Fiction|Chick Lit|Dark
Sarah J. Maas,The Assassin and the Desert,4.4,32141,Fantasy|Novella|Short Stories|Fantasy|High Fantasy|New Adult|Romance|Young Adult Fantasy|Adventure
"William Shakespeare,Cynthia Marshall,Barbara A. Mowat,Paul Werstine",Antony and Cleopatra,3.69,32135,Classics|Plays|Drama|Historical|Historical Fiction|Plays|Theatre|Literature|Romance|Poetry|Academic|School
"Thich Nhat Hanh,Arnold Kotler,Dalai Lama XIV",Peace Is Every Step: The Path of Mindfulness in Everyday Life,4.28,32107,Spirituality|Religion|Buddhism|Philosophy|Self Help|Religion|Psychology|Self Help|Personal Development|Buddhism|Zen
Kristen Ashley,Fire Inside,4.32,32059,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|Romance|Romantic Suspense|Transport|Motorcycle|Womens Fiction|Chick Lit|Romance|Erotic Romance|Drama
"Alice Munro,Raymond Verdaguer,MÃ³nica Naranjo Uribe",Dear Life,3.75,32029,Short Stories|Cultural|Canada|Literary Fiction|Contemporary|Literature|Nobel Prize|Literature|Canadian Literature|Book Club|Adult Fiction
Ted Dekker,Thr3e,4.08,32007,Christian Fiction|Thriller|Christian|Mystery|Suspense|Horror|Thriller|Mystery Thriller|Fantasy
Karen Marie Moning,To Tame a Highland Warrior,4.13,31986,Romance|Romance|Historical Romance|Romance|Paranormal Romance|Fantasy|Paranormal|Fantasy|Historical|Science Fiction|Time Travel|Historical|Historical Fiction
Richelle Mead,Succubus on Top,4.04,31959,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Paranormal|Vampires|Paranormal|Demons|Paranormal|Angels|Fantasy|Supernatural
Annie Proulx,Brokeback Mountain,3.95,31914,Short Stories|LGBT|Romance|GLBT|Queer|LGBT|Gay|Romance|M M Romance|Westerns|Contemporary
"MarÃ­a DueÃ±as,Daniel Hahn",The Time in Between,4.13,31905,Historical|Historical Fiction|Cultural|Spain|Historical|European Literature|Spanish Literature|Romance|War|World War II|War|Spy Thriller|Espionage|Northern Africa|Morocco
"Bill O'Reilly,Martin Dugard",Killing Jesus: A History,3.94,31905,History|Religion|Biography|Christian|Historical|Religion|Christianity|Religion|Faith
"J. Lynn,Jennifer L. Armentrout",Tempting the Best Man,3.71,31851,Romance|Contemporary|Romance|Contemporary Romance|New Adult|Womens Fiction|Chick Lit|Adult Fiction|Erotica|Humor
Michael J. Sullivan,The Crown Tower,4.33,31817,Fantasy|Fantasy|Epic Fantasy|Adventure|Fantasy|High Fantasy|Science Fiction Fantasy|Epic|Action
Abbi Glines,Ceaseless,4.18,31815,Fantasy|Paranormal|Romance|Fantasy|Romance|Paranormal Romance|Fantasy|Supernatural|New Adult|Paranormal|Ghosts|Academic|College|Paranormal|Angels
Ã‰ric-Emmanuel Schmitt,Oscar et la dame rose,4.25,31810,Cultural|France|Academic|School|Contemporary|European Literature|French Literature|Classics|Academic|Read For School|Literature
Charles Bukowski,Pulp,3.68,31779,Literature|American|Literature|Classics|Mystery|Crime|Mystery|The United States Of America|Humor|Contemporary
Alison Weir,Innocent Traitor,3.95,31768,Historical|Historical Fiction|Historical|English History|Tudor Period|European Literature|British Literature|Literature|16th Century|Adult Fiction|Religion
Matthew Inman,How to Tell If Your Cat Is Plotting to Kill You,3.92,31730,Humor|Sequential Art|Graphic Novels|Sequential Art|Comics|Animals|Cats|Animals|Humor|Comedy|Graphic Novels Comics|Comics|Comic Book
D.B.C. Pierre,Vernon God Little,3.59,31703,Contemporary|Literature|Literary Fiction|Humor|Coming Of Age|Literature|American|Cultural|Australia|Humor|Comedy
Craig Johnson,The Cold Dish,4.12,31681,Mystery|Westerns|Mystery|Crime|Thriller|Mystery Thriller|Thriller|Mystery|Detective|Suspense
"James Patterson,David Ellis",Guilty Wives,3.86,31656,Mystery|Thriller|Suspense|Thriller|Mystery Thriller|Mystery|Crime|Contemporary|Mystery|Murder Mystery
Peter Clines,14,3.96,31631,Horror|Science Fiction|Mystery|Fantasy|Thriller|Fantasy|Urban Fantasy|Fantasy|Paranormal|Science Fiction Fantasy
Ann Aguirre,Outpost,4.1,31586,Science Fiction|Dystopia|Horror|Zombies|Apocalyptic|Post Apocalyptic|Science Fiction|Fantasy|Romance|Horror|Adventure
Philipp Meyer,The Son,4.01,31519,Historical|Historical Fiction|Westerns|Historical|Literary Fiction|Family|Adult Fiction
Steven Pressfield,Gates of Fire,4.39,31508,Historical|Historical Fiction|War|War|Military Fiction|Historical|Cultural|Greece|Fantasy|Literature|History|Ancient History
Kristen Ashley,Rock Chick Renegade,4.45,31507,Romance|Romance|Contemporary Romance|Contemporary|Romance|Romantic Suspense|Humor|Womens Fiction|Chick Lit|Suspense|Action
Madeline Sheehan,Unbeautifully,4.35,31504,Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Dark|Contemporary|New Adult|Romance|Erotic Romance|Transport|Motorcycle|Sociology|Abuse
Judith McNaught,Paradise,4.31,31488,Romance|Romance|Contemporary Romance|Contemporary|Romance|Historical Romance|Womens Fiction|Chick Lit|Historical|Romance|Romantic Suspense|Historical|Historical Fiction
"Michael Crichton,Richard   Preston",Micro,3.45,31468,Science Fiction|Thriller|Adventure|Mystery|Suspense|Horror|Action|Science Fiction Fantasy
Nora Roberts,Midnight Bayou,3.98,31467,Romance|Mystery|Fantasy|Paranormal|Romance|Contemporary Romance|Romance|Romantic Suspense|Contemporary|Suspense|Romance|Paranormal Romance|Paranormal|Ghosts
Philip Gourevitch,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.19,31456,History|Cultural|Africa|War|Politics|Eastern Africa|Rwanda|Autobiography|Memoir|Writing|Journalism|Historical|Biography
"Agatha Christie,Agata Kristi",Elephants Can Remember,3.67,31348,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Thriller|Mystery|Murder Mystery
Thomas Paine,Common Sense,3.99,31338,History|Classics|Philosophy|Politics|North American Hi...|American History|Historical|Writing|Essays|Politics|Political Science|Military History|American Revolution
J.K. Rowling,Harry Potter Collection,4.73,31332,Fantasy|Fantasy|Magic|Adventure|Classics|Science Fiction Fantasy|Paranormal|Witches|Paranormal|Wizards
Jennifer Lynn Barnes,The Naturals,4.16,31319,Mystery|Thriller|Contemporary|Mystery|Crime|Romance|Thriller|Mystery Thriller|Suspense|Fantasy|Paranormal
Matthew Reilly,Ice Station,4.11,31316,Thriller|Action|Adventure|War|Military Fiction|Suspense|Mystery|Thriller|Mystery Thriller|Science Fiction
Nora Roberts,Chesapeake Blue,4.19,31287,Romance|Romance|Contemporary Romance|Contemporary|Womens Fiction|Chick Lit|Mystery|Romance|Romantic Suspense|Family
Nora Roberts,Blue Smoke,4.01,31273,Romance|Romantic Suspense|Mystery|Romance|Suspense|Romance|Contemporary Romance|Thriller|Womens Fiction|Chick Lit|Mystery|Crime
"James Patterson,Andre Braugher,Zach Grenier",Kill Alex Cross,4.04,31266,Mystery|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Suspense|Mystery|Detective|Mystery|Murder Mystery
Claire Messud,The Woman Upstairs,3.31,31265,Literary Fiction|Contemporary|Art|Adult Fiction|Literature|American|Womens
Ally Carter,United We Spy,4.44,31226,Mystery|Romance|Contemporary|Spy Thriller|Espionage|Adventure|Action|Teen|Womens Fiction|Chick Lit
Sue Grafton,H is for Homicide,3.92,31170,Mystery|Mystery|Crime|Mystery|Detective|Thriller|Mystery Thriller|Suspense|Thriller|Mystery|Murder Mystery
Kristen Ashley,Raid,4.21,31165,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|War|Military Fiction|Erotica|BDSM|Romance|Erotic Romance|Suspense|Womens Fiction|Chick Lit
Cal Newport,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,4.09,31156,Self Help|Business|Self Help|Personal Development|Productivity|Psychology|Leadership|Philosophy|Education
"Douglas Preston,Lincoln Child",Dance of Death,4.16,31094,Thriller|Mystery|Horror|Suspense|Thriller|Mystery Thriller|Mystery|Crime|Adventure|Mystery|Detective
Kelley Armstrong,Broken,4.15,31091,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Shapeshifters|Werewolves|Romance|Romance|Paranormal Romance|Fantasy|Supernatural|Paranormal|Vampires
"Eve Ensler,Gloria Steinem",The Vagina Monologues,3.88,31077,Feminism|Plays|Drama|Womens|Plays|Theatre|Gender|Sexuality|Gender|Gender Studies|Classics
Rudolfo Anaya,"Bless Me, Ultima",3.82,31033,Classics|Magical Realism|Academic|School|Historical|Historical Fiction|Literature|Coming Of Age|Academic|Read For School
Julie Garwood,Ransom,4.33,31032,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Medieval|Cultural|Scotland|Historical Romance|Medieval Romance|Humor
Amy Tintera,Reboot,3.9,30998,Science Fiction|Dystopia|Science Fiction|Romance|Fantasy|Horror|Zombies|Apocalyptic|Post Apocalyptic|Action|Fantasy|Paranormal
Margaret Atwood,The Edible Woman,3.68,30986,Feminism|Cultural|Canada|Classics|Contemporary|Literary Fiction|Literature|Literature|Canadian Literature|Womens
"Kurt Busiek,Alex Ross,Marcus McLaurin",Marvels,4.25,30952,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Marvel|Comics|Comic Book|Comics|Superheroes|Graphic Novels Comics|Fantasy|Science Fiction|Sequential Art|Comix
Jodi Picoult,Songs of the Humpback Whale,3.21,30951,Contemporary|Womens Fiction|Chick Lit|Adult Fiction|Drama|Family|Womens Fiction
Terry Brooks,The Druid of Shannara,4.03,30929,Fantasy|Fantasy|Epic Fantasy|Science Fiction Fantasy|Fantasy|High Fantasy|Adventure|Fantasy|Magic|Science Fiction|Epic
"Morgan Rhodes,Michelle Rowen",Rebel Spring,4.1,30836,Fantasy|Fantasy|Magic|Romance|Fantasy|High Fantasy|Young Adult Fantasy|Adventure|Paranormal|Witches
Aleatha Romig,Truth,4.35,30835,Dark|Romance|Contemporary|Suspense|Thriller|Sociology|Abuse|Romance|Contemporary Romance|Adult Fiction|Erotica|Mystery
Nicole  Williams,Crush,4.21,30825,New Adult|Romance|Contemporary|Sports|Sports|Academic|College|Romance|Contemporary Romance|Contemporary Romance|Sports Romance|Womens Fiction|Chick Lit
"Scott Jurek,Steve Friedman",Eat and Run: My Unlikely Journey to Ultramarathon Greatness,4.01,30808,Sports|Sports|Health|Biography|Autobiography|Memoir|Sports|Fitness|Food and Drink|Food|Health|Nutrition|Food and Drink|Vegan|Biography|Autobiography
H.M. Ward,Damaged,3.92,30715,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Sociology|Abuse|Adult Fiction|Erotica|Love
